,Unnamed: 0,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
1671,1736,China Telecom,japan, Tokyo, Chiyoda City,Ōtemachi,,,,35.6821936,139.762221
1672,1737,Hivelocity,italy, MI, 20144 Milano,125,,,,40.7192547,-73.9967252
1673,1739,FirstLight,usa, NY, Albany,11 North Pearl Street,8000,,,43.1561681,-75.8449946
1674,1741,Netshop ISP,cyprus,Larnaca,,,,,,34.9236095,33.6236184
1675,1742,Prime Data Centers,usa, AZ, Avondale,11753 West Lower Buckeye Road,264000,128000,48,34.395342,-111.763275
1676,1743,China Telecom,china, Sichuan Sheng, Chengdu Shi, Qingyang Qu,,,,30.5000001,102.4999999
1677,1744,China Telecom,usa,CA, San Jose,11 Great Oaks Blvd,,,,36.7014631,-118.755997
1678,1745,CoreSite,usa, CA, Santa Clara,3035 Stender Way,162000,,,36.7014631,-118.755997
1679,1746,China Telecom,china, Shanghai, Huangpu Qu, Zhongshan South Road,,,,31.2323437,121.4691024
1680,1747,Cogent Communications,usa, WI, Milwaukee,324 East Wisconsin Avenue,608,608,,44.4308975,-89.6884637
1681,1748,Enzu,usa, MN, Chaska,3500 Lyman Blvd,,,,45.9896587,-94.6113288
1682,1749,Zenlayer,usa, FL, Miami,2115 Northwest 22nd Street,,,,27.7567667,-81.4639835
1683,1750,Cogent Communications,france,Montpellier,,,,,,43.6112422,3.8767337
1684,1751,Digital Realty,south africa, Cape Town, Rondebosch, M4,65659.85,,5,-33.928992,18.417396
1685,1752,Navegalo,costa rica, San José, San José Province,Paseo Colón 2,,,,9.9325427,-84.0795782
1686,1753,Hivelocity,usa,CA, Sunnyvale,444 Toyama Drive,,,,36.7014631,-118.755997
1687,1754,Psychz Networks,south africa,1600, Kempton Park, Isando,,,,-26.1337502,28.2310758
1688,1755,"Ascenty, a Digital Realty Company",brazil, 61921-430, Fortaleza - CE,1161,97000,,10,-24.27099185,-53.84336322
1689,1756,Limestone Networks,usa, TX, Dallas,1950 North Stemmons Freeway,,,,31.2638905,-98.5456116
1690,1757,Digital Realty,brazil, 13185-252, Hortolândia - SP, 4 - Jardim Santa Izabel,32000,,3,-30.55010885,-52.51652319
1691,1758,Prov.net/IronTrust Networks,usa, RI, Providence,304 Carpenter Street,10000,6000,1,41.7962409,-71.5992372
1692,1759,Cogent Communications,usa, VA, Herndon,510 Huntmar Park Drive,60421,60421,,37.1232245,-78.4927721
1693,1760,Fortress Data Centers,usa, CA, San Francisco,274 Brannan Street,105225,20000,3.5,36.7014631,-118.755997
1694,1761,Zenlayer,india, Telangana 500081, Hyderabad, Madhapur,,,,17.4423925,78.3971119
1695,1762,CyberNest,usa, GA, Atlanta,345 Courtland Street Northeast,110000,45000,3,32.3293809,-83.1137366
1696,1763,"Ascenty, a Digital Realty Company",brazil,jundiai,Rua Presbítero Plinio Alves de Souza - Jardim Ermida I,,75347.37,,15,-23.1887668,-46.884506
1697,1764,DataBank,usa, UT, Salt Lake, Bluffdale,275000,43820,3.25,39.4225192,-111.714358
1698,1766,Flexential,usa, UT 84042, Lindon,333 South 520 West #150,9542,6336,0.57,55.3021926,25.97169631
1699,1767,Rackspace,australia, Erskine Park NSW 2759,1-11 Templar Rd,,5166,,5.6,-33.8086111,150.8013889
1700,1768,Cologix,usa, OH, Columbus,555 Scherers Court,20000,20000,,40.2253569,-82.6881395
1701,1769,H5 Data Centers,usa, TN, Nashville,211 Commerce Street,22000,,,35.7730076,-86.2820081
1702,1770,Colocation America,usa, CT, Waterbury,108 Bank St,30000,8000,,41.6500201,-72.7342163
1703,1771,DC BLOX,usa,AL, Birmingham,433 6th Street,31000,15000,5,,
1704,1772,Involta,usa, OH,Independence,,23000,10000,1,40.2253569,-82.6881395
1705,1773,Flexential,usa,OR, Hillsboro,3935 NE Aloclek Dr,85388,138000,5.3,43.9792797,-120.737257
1706,1774,Zenlayer,indonesia, Jakarta 13340, East Jakarta City, Jatinegara,,,,-6.175247,106.8270488
1707,1775,Quest Technology Management,usa, CA, McClellan Park,4235 Forcum Ave,,,,36.7014631,-118.755997
1708,1776,Telia Company,germany, Düsseldorf,In der Steele 43,,,,,51.2254018,6.7763137
1709,1777,CoreSite,usa, FL, Miami,2115 Northwest 22nd Street,43000,,,27.7567667,-81.4639835
1710,1778,LightEdge,usa, CA, San Diego,9305 Lightwave Avenue,100000,56432,2.9,36.7014631,-118.755997
1711,1779,Cirion Technologies,venezuela, Capital District, Caracas, La Urbina,14999,7216,2,10.47461405,-66.96926945
1712,1780,China Telecom,south korea, Seoul, Mapo-gu, Seogyo-dong,,,,37.5666791,126.9782914
1713,1781,FOGO Solutions,usa,GA, Atlanta,56 Marietta St NW,,,,32.3293809,-83.1137366
1714,1782,US Signal,usa, MI, Byron Center,400 76th St SW,,,,43.6211955,-84.6824346
1715,1783,QuadraNet,usa, WA, Tukwila,12201 Tukwila International Blvd,,,,47.2868352,-120.212613
1716,1784,Atlantic.net,usa, TX, Dallas,2323 Bryan Street,230000,118000,4.5,31.2638905,-98.5456116
1717,1785,MOD Mission Critical,usa, TX, Plano,3500 East Plano Parkway,261425,156460,18,31.2638905,-98.5456116
1718,1786,Iron Mountain Data Centers,usa, MO, Kansas City,6301 Winchester Avenue,50000,,3.9,33.512691,131.304743
1719,1787,Zenlayer,germany, 60314 Frankfurt am Main,Weismüllerstraße 21-23,,,,,50.11376968,8.712718914
1720,1788,Nautilus Data Technologies,usa, CA, Stockton,1002 Embarcadero,13750,,8,36.7014631,-118.755997
1721,1789,Equinix,usa, TX, Dallas,2323 Bryan Street,17164,12533,1.5,31.2638905,-98.5456116
1722,1790,Lumen,usa, UT, Salt Lake City,5035 Harold Gatty Drive,35826,10370,,39.4225192,-111.714358
1723,1791,Sabey Data Centers,usa,WA, East Wenatchee,4405 Grant Rd,,,,47.2868352,-120.212613
1724,1792,Limestone Networks,usa, OR, Hillsboro,3935 Northeast Aloclek Drive,,,,43.9792797,-120.737257
1725,1793,Involta,usa, ID, Boise,1450 South Eagle Flight Way,,6000,,43.6447642,-114.015407
1726,1794,Digital Realty,france, 13015 Marseille,Digital Realty Marseille MRS2,,76000,,16.5,43.35590858,5.35713673
1727,1795,TierPoint,usa, MD, Baltimore,1401 Russell Street,28000,14000,,39.5162401,-76.9382069
1728,1796,ScaleMatrix,usa, WA, Puyallup,1023 39th Avenue Southeast,200000,,100,47.2868352,-120.212613
1729,1797,FirstLight,usa, NH, Bedford,8 Commerce Drive,7248,,,43.4849133,-71.6553992
1730,1798,Flexential,usa, OR, Hillsboro,4915 NE Starr Blvd,138000,138000,18,43.9792797,-120.737257
1731,1799,DartPoints,usa,LA, Baton Rouge,7139 Florida Blvd,27000,7300,,34.0536909,-118.242766
1732,1800,TierPoint,usa, MO, Kansas City,10801 North Amity Avenue,27000,5700,,33.512691,131.304743
1733,1801,IPXON Networks,argentina, Córdoba,Coronel Pedro Zanni 250,,9687,5382,1900,-31.4166867,-64.1834193
1734,1802,Green Colo LTD,uk, Fareham, Portchester, Cams Hall Estate,"2,000","1,500",2,50.8526637,-1.1783134
1735,1803,Datacenter United,belgium, 2030 Antwerpen,Haïfastraat 6,,,,,51.27476305,4.357808558
1736,1804,IPXON Networks,mexico, Méx., 54948 Fuentes del Valle, San Mateo Cuautepec,12916,12916,,19.4839446,-99.6899716
1737,1805,Lumen,usa, MD, Baltimore,300 West Lexington Street,50958,8123,,39.5162401,-76.9382069
1738,1806,Enzu,usa, MA, Needham,128 1st Avenue,,,,18.3414575,-64.9335173
1739,1807,Enzu,usa, CO, Aurora,11900 East Cornell Avenue,,,,38.7251776,-105.607716
1740,1808,Web Werks India Pvt Ltd,india, Karnataka, Bengaluru, Whitefield,80000,,4,14.5203896,75.7223521
1741,1809,Navegalo,nicaragua, Managua,Asados Km14,,,,,12.1544035,-86.2737642
1742,1810,Prime Data Centers,usa, CA, Santa Clara,1231 Comstock Street,92000,,9,36.7014631,-118.755997
1743,1811,Lumen,usa, GA, Atlanta,345 Courtland Street Northeast,42194,9125,6.8,32.3293809,-83.1137366
1744,1812,Cogent Communications,usa, OH, Columbus,240 N 5th St,43353,5400,,40.2253569,-82.6881395
1745,1813,Dynascale,usa, TX,Dallas,,,,,31.2638905,-98.5456116
1746,1814,Lumen,usa, KY, Louisville,332 West Broadway,10495,1598,,37.5726028,-85.1551411
1747,1815,Lumen,usa, DE, Wilmington,1603 Jessup Street,15000,1228,,38.6920451,-75.4013315
1748,1816,Digital Realty,south africa, Cape Town, Brackenfell South,57 Tiber Road,129167,,30,-33.928992,18.417396
1749,1817,Cologix,usa, TX, Dallas,1950 North Stemmons Freeway,13000,,,31.2638905,-98.5456116
1750,1818,Expedient,usa, WI, Franklin,4777 Ironwood Drive,27000,10000,,44.4308975,-89.6884637
1751,1819,Hivelocity,sweden, Kista,Esbogatan 11,,,,,59.403311,17.9442849
1752,1820,Digital Realty,denmark, Copenhagen,Carl Jacobsens Vej 20,,12917,,3,55.6867243,12.5700724
1753,1821,NorthC,netherlands, 1014 BB Amsterdam,Kabelweg 48a,,53820,26910,2.4,52.39209439,4.847810964
1754,1822,Zenlayer,indonesia,Bali, Badung Regency, Kuta,,,,-8.3304977,115.0906401
1755,1823,Hivelocity,usa, IL, Chicago,725 South Wells Street,,6000,0.6,40.0796606,-89.4337288
1756,1824,Zenlayer,malaysia, Federal Territory of Kuala Lumpur, 50200 Kuala Lumpur, Bukit Ceylon,,,,3.1526589,101.7022205
1757,1825,China Telecom,brazil, 02675-031, Osasco - SP, 350 - Vila Menck,,,,-23.49394108,-46.75062385
1758,1826,Tel Networks Inc.,usa, MN, Minneapolis,250 Marquette Avenue,,,,45.9896587,-94.6113288
1759,1827,China Telecom,china, Fujian, Zhangzhou, Xiangcheng,,,,26.193218,118.2208721
1760,1828,Hurricane Electric,usa, CA, San Jose, South Market Street,3000,,,36.7014631,-118.755997
1761,1829,"Ascenty, a Digital Realty Company",brazil,Vinhedo,Avenida João Batista Falssarela - Jardim dos Passaros,,22604.21,,34,-23.0298535,-46.9749847
1762,1830,Nxtra by Airtel,india, Uttar Pradesh, Noida, Sector 102,,,6,27.1303344,80.859666
1763,1831,Enzu,usa, TX, Austin,7620 Metro Center Dr,,,,31.2638905,-98.5456116
1764,1832,Netshop ISP,malta, Qormi,54/55 Triq Manuel Borg Gauci,,559,,,35.877464,14.4739598
1765,1833,MOD Mission Critical,usa, NV, North Las Vegas,3330 East Lone Mountain Road,111240,8400,9,39.5158825,-116.853722
1766,1834,Lumen,usa, NY, Albany,11 North Pearl Street,6800,774,,43.1561681,-75.8449946
1767,1835,Equinix,peru, Lima,Centauro 115,,8094,,0.7,-12.0621065,-77.0365256
1768,1836,Enzu,usa, NV, Las Vegas,302 E Carson Ave,,,,39.5158825,-116.853722
1769,1837,ScaleMatrix,usa, TX, Allen,820 Allen Commerce Parkway,16000,,7.2,31.2638905,-98.5456116
1770,1838,Cirion Technologies,brazil, Rio de Janeiro - RJ,Quinta da Boa Vista - Parque Quinta da Boa Vista - São Cristóvão,,5000,4000,5,-22.9110137,-43.2093727
1771,1839,IPXON Networks,colombia, Bogota,Cra. 68 #169a-73,,6458,3768,1100,4.6533816,-74.0836333
1772,1840,Amazon AWS,india, Maharashtra, Navi Mumbai, Airoli,,,,18.9068356,75.6741579
1773,1843,Amazon AWS,ireland, County Dublin, Cooldown Commons,4033 Citywest Avenue,,,,53.40651475,-6.286667703
1774,1844,Microsoft Azure,usa, WA, Quincy,1515 Port Industrial Way,800000,,,47.2868352,-120.212613
1775,1845,Microsoft Azure,usa,IA, West Des Moines,550 White Crane Rd,408000,,,41.9216734,-93.3122705
1776,1846,Microsoft Azure,usa, VA,Boydton,,,,,37.1232245,-78.4927721
1777,1847,Microsoft Azure,usa, IL, Northlake,601 Northwest Avenue,700000,,,40.0796606,-89.4337288
1778,1848,Google,usa,TN, Clarksville,1000 Boolean Dr,,,,35.7730076,-86.2820081
1779,1849,Microsoft Azure,germany,Frankfurt am Main,,,,,,50.1106444,8.6820917
1780,1850,Microsoft Azure,usa, TX, San Antonio,5150 Rogers Rd,470000,,,31.2638905,-98.5456116
1781,1851,Microsoft Azure,india, Maharashtra,Pune,,,,,18.9068356,75.6741579
1782,1852,Microsoft Azure,singapore,1 Marina Boulevard,,,350000,,,1.28228865,103.8526812
1783,1853,Microsoft Azure,canada, ON,Toronto,,,,,50.000678,-86.000977
1784,1854,Amazon AWS,usa,OR, Boardman,79539 Rippee Road,,,,43.9792797,-120.737257
1785,1855,Microsoft Azure,australia, North Sydney New South Wales 2060,1 Denison Street,,,,,-33.8354519,151.2083011
1786,1856,Apple Inc.,usa, NC, Newton,5977 Startown Road,500000,184000,,35.6729639,-79.0392919
1787,1857,OVHCloud,france, 59820 Gravelines,Route de la Ferme Masson,,,,,50.97948161,2.147510951
1788,1858,Microsoft Azure,usa,AZ, El Mirage,12901 West Olive Avenue,244666,,,34.395342,-111.763275
1789,1859,Apple Inc.,usa, AZ, Mesa,3740 South Signal Butte Road,1300000,,,34.395342,-111.763275
1790,1860,Apple Inc.,usa,OR, Prineville,1600 SW Baldwin Rd,3200000,,,43.9792797,-120.737257
1791,1861,Microsoft Azure,hong kong, Telegraph Bay, Cyberport 2,Microsoft Hong Kong Limited,,,,22.2584342,114.1269589
1792,1862,AQL,uk, West Yorkshire LS11 5LN, Leeds,Apex Way,,,,53.79154475,-1.53905005
1793,1863,Microsoft Azure,sweden,805 91 Gävle,,,245000,,,60.57968404,17.14203517
1794,1864,Microsoft Azure,india, Tamil Nadu,Chennai,,,,,10.9094334,78.3665347
1795,1865,Apple Inc.,usa, IA, Waukee,2995 W Hickman Rd,398473,,,41.9216734,-93.3122705
1796,1866,AQL,uk, West Yorkshire LS10 1JW, Leeds,Hunslet Lane,,,,53.79154475,-1.53905005
1797,1867,Facebook,usa, GA, Social Circle,240 Shire Parkway,970000,,,32.3293809,-83.1137366
1798,1868,Facebook,usa,AL, Toney,5400 Prosperity Dr NW,970000,,,,
1799,1869,Google,usa, NV 89011, Henderson, West Warm Springs Road,75000,,,46.405094,-87.396662
1800,1870,Google,ireland,Dublin, Dublin 4, Grand Canal Dock,310000,,,53.3493795,-6.2605593
1801,1871,Amazon AWS,usa, OR, Boardman,73200 Lewis and Clark Drive,,,,43.9792797,-120.737257
1802,1872,Google,usa,NE, Papillion,14706 Schram Road,,,,41.7370229,-99.5873816
1803,1873,Google,usa, TX, Midlothian,3800 Railport Pkwy,800000,,,31.2638905,-98.5456116
1804,1874,Amazon AWS,usa, OH, Dublin,5895 Houchard Road,310000,,35,40.2253569,-82.6881395
1805,1875,Global Switch,singapore, Singapore 534408,2 Tai Seng Avenue,,287859,,25,1.357107,103.8194992
1806,1876,Amazon AWS,usa, VA, Ashburn,21263 Smith Switch Rd,200000,,,37.1232245,-78.4927721
1807,1877,Apple Inc.,usa,NV, Reno,21505 Technology Way,1100000,,,39.5158825,-116.853722
1808,1878,CtrlS Datacenters LTD,india, Maharashtra 400710, Navi Mumbai, Mahape,200000,,20,21.5071955,78.9725097
1809,1879,Amazon AWS,usa, VA, Manassas, 7060 Wellington Road,146962,,,37.1232245,-78.4927721
1810,1880,Sentinel Data Centers,usa, TN, Memphis,3180 Players Lane,40000,,,35.7730076,-86.2820081
1811,1881,WowRack,indonesia, Jakarta 10310, Central Jakarta City, Menteng,,,,-6.175247,106.8270488
1812,1882,Colozueri,switzerland, 8048 Zürich,Badenerstrasse 569,,10763,5382,,47.38785281,8.486686174
1813,1883,Oracle,france,Marseille,,,,,,43.2961743,5.3699525
1814,1884,EdgeConnex,usa,OR, Hillsboro,6297 NE Evergreen Pkwy building a,16850,,3,43.9792797,-120.737257
1815,1885,Amazon AWS,usa, VA, Manassas,Bethlehem Road,211816,,,37.1232245,-78.4927721
1816,1886,WowRack,indonesia, East Java, Surabaya, Genteng,,,,-7.6977397,112.4914199
1817,1887,OVHCloud,canada,QC, Beauharnois,50 Rue de l'Aluminerie,,,,52.4760892,-71.8258668
1818,1888,Skybox Datacenters,usa, VA, Sterling,22675 Dulles Summit Court,210500,,30,37.1232245,-78.4927721
1819,1889,Amazon AWS,usa,VA, Chantilly,Willard Rd,,,,37.1232245,-78.4927721
1820,1890,Skybox Datacenters,usa,TX, Pflugerville,600 New Meister Ln,141000,53245,30,31.2638905,-98.5456116
1821,1891,EdgeConnex,usa, FL, Jacksonville,6602 Executive Park Court North,15570,,1.5,27.7567667,-81.4639835
1822,1892,EdgeConnex,usa, Virginia 23502, Norfolk,3800 Village Ave suite c,19619,,0.75,33.711823,-117.7924143
1823,1893,CERN,switzerland, 1217 Meyrin,Route P.Scherrer 1,,,,,46.22947867,6.073519352
1824,1894,Amazon AWS,usa, OR, Umatilla,Bonney Ln,,,,43.9792797,-120.737257
1825,1895,Amazon AWS,usa, VA, Ashburn,43940 Digital Loudoun Plaza,,,,37.1232245,-78.4927721
1826,1896,LiteWire Data,usa, TN, McMinnville,204 Red Rd,285000,,,35.7730076,-86.2820081
1827,1897,EvoSwitch,usa, OH, Miamisburg,3366 South Tech Boulevard,44000,,4,40.2253569,-82.6881395
1828,1898,Amazon AWS,china, Beijing,Tongzhou District,,,,,39.9057136,116.3912972
1829,1899,omart,uk, London EC2A 4DN,Bonhill Street,,16329,,,51.5074456,-0.1277653
1830,1900,Oracle,south korea, Gangwon-do,Chuncheon-si,,,,,37.885,127.7297
1831,1901,MDC Data Centers,usa, CA, San Diego,7014 Manya Circle,7920,3000,0.5,36.7014631,-118.755997
1832,1902,Oracle,israel,Jerusalem,,,,,,31.7788242,35.2257626
1833,1903,Amazon AWS,usa, VA 20166, Dulles,24178 Upper Woodside Ln,180000,,32,41.838558,-71.425049
1834,1904,Redcentric,uk, Woking GU21 3BA, Kestrel Way,Goldsworth Park Trading Estate,,25000,,51.3201891,-0.5564726
1835,1905,Amazon AWS,usa,VA, Manassas, 9651 Hornbaker Rd,,,,37.1232245,-78.4927721
1836,1906,uNetworks,germany, Munich,Arnulfstraße 205,,,6232,,48.1371079,11.5753822
1837,1907,"oonami, LLC",usa, UT, West Valley City,2302 Presidents Drive,,,,39.4225192,-111.714358
1838,1908,EdgeConnex,chile, Calle Larga,Carretera General San Martín 8400,,27986.17,,7,-32.8552685,-70.6260407
1839,1909,STTelemedia Global Data Centres,thailand, Bangkok,Pathumwan,,60000,30000,2,13.7524938,100.4935089
1840,1910,EdgeConnex,usa, FL 32303, Tallahassee,1531 Commonwealth Business Drive,11810,,0.25,46.441062,-87.916286
1841,1911,Binary Net,usa, NE, Lincoln,134 South 13th Street,150000,10000,1.5,41.7370229,-99.5873816
1842,1912,omart,uk, Maidenhead SL6 7FW,Clivemont Rd,,30139,,,51.522743,-0.7197368
1843,1913,LeaseWeb,hong kong, New Territories, Tseung Kwan O Industrial Estate,11 Chun Kwong Street,53820,21528,3,22.4300716,114.0724197
1844,1914,LeaseWeb,hong kong, Tsuen Wan,168 Yeung Uk Road,,,86909,,22.3716605,114.1134699
1845,1915,Swisscolocation SA,switzerland, Morbio Inferiore,Viale Serfontana 7,,,21527,,45.8530469,9.016289
1846,1916,Global Switch,germany, Frankfurt am Main Mitte-West, 60489 Frankfurt am Main,Eschborner Landstraße 110,190371,,,50.12352125,8.600043264
1847,1917,Microsoft Azure,china,Beijing,,,,,,39.9057136,116.3912972
1848,1918,Comarch ICT,germany, 01187 Dresden,Chemnitzer Str. 59B,,861,,7,51.02843136,13.70729134
1849,1919,Segra,usa, NC, Winston-Salem,3310 Old Lexington Road,120000,25860,6,35.6729639,-79.0392919
1850,1920,Acehost Data Centers,usa, FL, Tampa,412 East Madison Street,10000,8000,2.5,27.7567667,-81.4639835
1851,1921,Digital Realty,mexico, Querétaro, Villa Progreso, San José,258000,,31,20.8052225,-99.8837376
1852,1922,Enzu,usa, AZ, Phoenix,120 East Van Buren Street,,,,34.395342,-111.763275
1853,1923,Prime Data Centers,usa, IL, Elk Grove Village,1501 Midway Ct,354000,156000,54,40.0796606,-89.4337288
1854,1924,LightEdge,usa,TX, Austin,2916 Montopolis Dr,58471,,2.5,31.2638905,-98.5456116
1855,1925,DartPoints,usa, SC 29456, Ladson,8480 Palmetto Commerce Pkwy,15000,5000,,17.7566382,-64.58357752
1856,1926,Digital Realty,brazil, 61921-430, Fortaleza - CE,1161,97000,,10,-24.27099185,-53.84336322
1857,1927,China Telecom,hong kong, Tsuen Wan,3 Shing Yiu St,,,,,22.3716605,114.1134699
1858,1928,DataBank,usa,CO, Centennial,6961 South Quentin Street,,75000,16,38.7251776,-105.607716
1859,1929,Digital Realty,france, 77600 Ferrières-en-Brie,16 Avenue Joseph Froelicher,,60000,,20,48.8213887,2.7045126
1860,1930,Nxtra by Airtel,india, Haryana, Gurugram, Imt Manesar,,,8.5,29.0,76.0
1861,1931,Cologix,usa, MN, Minneapolis,511 11th Avenue South,7500,7500,,45.9896587,-94.6113288
1862,1932,Equinix,canada, BC V5C 6C6, Burnaby,4185 Still Creek Drive suite c 150,48524,3696,,-6.0613871,-49.9063016
1863,1933,AtlasEdge Data Centres,france, Paris, 63 Boulevard Bessières,AtlasEdge Paris North Data Centre,,10269,3.3,48.8588897,2.320041022
1864,1934,24Shells Inc,uk, London,1 Paul Julius Cl,,,,,51.5074456,-0.1277653
1865,1935,Lumen,usa, KY, Louisville,715 S 7th St,13400,1146,,37.5726028,-85.1551411
1866,1936,123NET,usa, MI, Southfield,24245 Northwestern Hwy,,8000,1.5,43.6211955,-84.6824346
1867,1937,Cologix,usa, MN, Minneapolis,511 11th Ave S,16000,,3.4,45.9896587,-94.6113288
1868,1938,MOD Mission Critical,france, 93200 Saint-Denis,114 Rue Ambroise Croizat,,72118,67812,,48.93346144,2.354968685
1869,1939,MOD Mission Critical,usa, CA, Los Angeles,600 West 7th Street,490000,30000,27,36.7014631,-118.755997
1870,1940,Digital Realty,belgium, Zaventem,Mercuriusstraat 27,,72000,,,50.8806207,4.4730008
1871,1941,Zenlayer,indonesia, Jakarta 12760, South Jakarta City, Duren Tiga,,,,-6.175247,106.8270488
1872,1942,MOD Mission Critical,japan, Tokyo, Shinagawa City,2 Chome-2-2 Higashi-Shinagawa,74024,,,35.6821936,139.762221
1873,1943,MOD Mission Critical,australia, Port Melbourne VIC,578 Lorimer Street,,105486,35799,,-37.8333613,144.9219203
1874,1944,MOD Mission Critical,usa, FL, Tampa,8350 Park Edge Drive,60166,,3,27.7567667,-81.4639835
1875,1945,DataBank,usa, PA, Pittsburgh,35 Summit Park Drive,115000,47100,4.5,40.9699889,-77.7278831
1876,1946,MOD Mission Critical,usa, AZ, Phoenix,3402 East University Drive,,90000,,34.395342,-111.763275
1877,1947,Involta,usa, WI,Green Bay,,,,,44.4308975,-89.6884637
1878,1948,"Ascenty, a Digital Realty Company",brazil,hortolandia, 4 - Jardim Santa Izabel,Rua Papa João Paulo II,32291.73,,,-22.8620175,-47.2164219
1879,1949,Lumen,usa, PA, Lancaster,1720 Hempstead Rd,5000,920,,40.9699889,-77.7278831
1880,1950,Equinix,china, Shanghai, Pudong,700 Jinyu Road,30755,10781,,31.2323437,121.4691024
1881,1951,Enzu,usa, GA, Atlanta,56 Marietta Street NorthWest,,,,32.3293809,-83.1137366
1882,1952,Equinix,canada,NB, Saint John,7 McIntosh Street,3320,,,46.500283,-66.750183
1883,1953,Zenlayer,south korea, Seoul, Geumcheon-gu,Gasan digital 1-ro,,,,37.5666791,126.9782914
1884,1954,Enzu,usa, FL, Miami,50 NE 9th St,,,,27.7567667,-81.4639835
1885,1955,FirstLight,usa, ME, Bangor,60 Summer St,8000,,,45.709097,-68.8590201
1886,1956,China Telecom,china, Shanghai Shi, 泰谷路 Pudong Xinqu,Shanghai Lipu Industries Corporation,,,,31.2323437,121.4691024
1887,1957,China Telecom,china, Guizhou, Anshun,Pingba,,,,27.0,107.0
1888,1958,CoreSite,usa, CA, Santa Clara,3020 Coronado Drive,230000,,,36.7014631,-118.755997
1889,1959,Digital Realty,usa, TX, Dallas,8435 North Stemmons Freeway,35000,,4,31.2638905,-98.5456116
1890,1960,Zenlayer,usa, CA, San Jose,9 Great Oaks Blvd,,,,36.7014631,-118.755997
1891,1961,Switch Data Centers,usa, TX, Houston,5555 San Felipe Street,,,,31.2638905,-98.5456116
1892,1962,China Telecom,china, Anhui, Tongling, Yi'an,,,,32.0,117.0
1893,1963,Zenlayer,hong kong, Fo Tan,8 Wong Chuk Yeung Street,,,,,22.3951537,114.1981013
1894,1964,Digital Realty,usa, CA, Santa Clara,3105 Alfred Street,50000,,9,36.7014631,-118.755997
1895,1965,DataBank,usa, KS, Lenexa,11200 Lakeview Avenue,44250,26920,2.75,38.27312,-98.5821872
1896,1966,MOD Mission Critical,usa, IA, Marion,5055 Rec Drive,10000,,0.81,41.9216734,-93.3122705
1897,1967,"Ascenty, a Digital Realty Company",brazil, 13069-320, Campinas - SP, 1211 - Techno Park,53819.55,,6,-28.117455,-54.718511
1898,1968,Expedient,usa, CO, Centennial,7347 South Revere Parkway,"32,000","18,500",1.6,38.7251776,-105.607716
1899,1969,Flexential,usa, PA, Collegeville,101 Troutman Road,203703,203703,7.2,40.9699889,-77.7278831
1900,1970,Hivelocity,south korea, Gyeonggi-do, Seongnam-si, Bundang-gu,,,,37.2884675,127.0535231
1901,1971,Colocation America,usa, PA, Eagleville,1000 Adams Ave,30000,8000,,40.9699889,-77.7278831
1902,1972,DataBank,usa, NY, Orangeburg,2000 Corporate Drive,,200000,40,43.1561681,-75.8449946
1903,1973,Centersquare,usa,CA, Santa Clara,1500 Space Park Drive,52000,30000,9,36.7014631,-118.755997
1904,1974,H5 Data Centers,usa, PA, Philadelphia,1500 Spring Garden Street,72000,,,40.9699889,-77.7278831
1905,1975,DataBank,usa,UT, Bluffdale,14870 Pony Express Road,,88250,22,39.4225192,-111.714358
1906,1976,Enzu,usa, AZ, Phoenix,1850 W Deer Valley Rd,,,,34.395342,-111.763275
1907,1977,Cogent Communications,france, La Garenne-Colombes,77 Boulevard de la République,,,,,48.9069349,2.2465748
1908,1978,FirstLight,usa, MA, Somerville,70 Inner Belt Road,3388,,,18.3414575,-64.9335173
1909,1979,MOD Mission Critical,usa, CO, Aurora,11900 East Cornell Avenue,171289,,6.75,38.7251776,-105.607716
1910,1980,Colocation America,usa, CA, San Francisco,200 Paul Avenue,32000,,4.8,36.7014631,-118.755997
1911,1981,China Telecom,china, Xinjiang, Ürümqi, Ürümqi,,,,42.4804953,85.4633464
1912,1982,TierPoint,usa, NY, Hawthorne,17 Skyline Drive,172000,13500,,43.1561681,-75.8449946
1913,1983,China Telecom,uk, London E14 2AX,3 Nutmeg Lane,,,,,51.5156177,-0.0919983
1914,1984,DataBank,usa, NJ, Newark,165 Halsey Street,55270,34360,0.82,40.0757384,-74.4041622
1915,1985,China Telecom,south korea, Gyeonggi-do, Seongnam-si, Bundang-gu,,,,37.2884675,127.0535231
1916,1986,MOD Mission Critical,hong kong, Chai Wan,399 Chai Wan Rd,,350000,,,22.2656067,114.2379644
1917,1987,Colocation America,usa, FL, Miami,36 NE 2nd St,12000,,1.8,27.7567667,-81.4639835
1918,1988,China Telecom,usa,NJ, Newark,165 Halsey Street,,,,40.0757384,-74.4041622
1919,1990,Zenlayer,south korea, Seoul, Seocho-gu, Seocho-dong,,,,37.5666791,126.9782914
1920,1991,Lumen,usa, DE, Newark,504 Interchange Blvd,17440,3300,,38.6920451,-75.4013315
1921,1992,Tel Networks Inc.,canada, ON, Ottawa,410 Laurier Ave W,,,,50.000678,-86.000977
1922,1993,Digital Realty,usa,VA, Ashburn,43940 Digital Loudoun Plaza bldg g,180000,,13.75,37.1232245,-78.4927721
1923,1994,TierPoint,usa, MO, Maryland Heights,2315 Millpark Drive,23000,14500,,33.512691,131.304743
